ISmiRNA	MFEI	NMFE	sqlen	GC	hairpinMFE	interior_loopMFE	STACKMFE	BULGEMFE
T	-1.0453333155314128	-0.5818181719098773	77	42.857142857142854	-3.446153787466196	-4.479999923706055	-1.6592592310022425	-4.072727203369141
T	-1.0139999771118164	-0.4506666564941406	75	33.333333333333336	-4.828571319580078	-3.0727272033691406	-1.251851823594835	-3.0727272033691406
T	-0.5357924738470113	-0.5328767332312179	73	72.6027397260274	-9.725000381469727	-3.241666793823242	-1.7681818875399502	-3.5363637750799004
T	-0.8675555419921875	-0.6099999904632568	80	56.25	-9.759999847412109	-4.066666603088379	-1.8769230475792518	-4.436363567005504
T	-1.471999969482422	-0.8363636190241034	88	50.0	-14.719999694824219	-7.3599998474121096	-1.93684206510845	-6.133333206176758
T	-1.44	-0.8372093023255814	86	50.0	-14.4	-7.2	-1.894736842105263	-6.0
T	-0.5879166801770528	-0.39058824426987593	85	56.470588235294116	-5.533333460489909	-2.553846212533804	-1.509090943769975	-2.553846212533804
T	-0.5927999801635743	-0.4384615237896259	52	38.46153846153846	-2.8499999046325684	-1.8999999364217122	-1.3411764257094438	-2.279999923706055
T	-0.9082352582146139	-0.4824999809265137	80	42.5	-2.9692306518554688	-3.2166665395100913	-1.6782608032226562	-3.509090770374645
T	-1.4811428792136057	-0.6320987748511043	81	34.5679012345679	-4.654545523903587	-4.654545523903587	-1.6516129278367566	-5.1200000762939455
T	-1.3547036813806606	-0.5860759397096271	79	34.177215189873415	-5.787499904632568	-4.209090839732777	-1.4935483624858241	-4.6299999237060545
T	-0.6778205211345966	-0.3658823574290556	85	45.88235294117647	-5.183333396911621	-2.3923077216515174	-1.3521739296291186	-2.5916666984558105
T	-0.5913599731445313	-0.3818181644786488	88	56.81818181818182	-1.5999999273390997	-2.3999998910086497	-3.3599998474121096	-3.3599998474121096
T	-0.5480769230769231	-0.4934210526315789	76	68.42105263157895	-2.8846153846153846	-2.8846153846153846	-2.2058823529411766	-3.409090909090909
T	-0.6756136504086582	-0.453086429172092	81	54.32098765432099	-5.242857251848493	-2.6214286259242465	-1.7476190839494978	-3.3363637057217685
T	-0.4659473840813888	-0.29102565080691606	78	48.717948717948715	-3.2428572518484935	-1.7461539048414965	-1.2611111534966364	-2.2700000762939454
T	-0.5541666666666667	-0.4605263157894737	76	63.1578947368421	-8.75	-2.6923076923076925	-1.8421052631578947	-2.6923076923076925
T	-0.4388108176154059	-0.37272727850711707	66	56.06060606060606	-4.920000076293945	-1.8923077216515174	-1.537500023841858	-2.2363636710427026
T	-0.6704999828338624	-0.4138888782925076	72	44.44444444444444	-4.966666539510091	-2.4833332697550454	-1.8624999523162842	-2.709090839732777
T	-0.44156096202571216	-0.3397260169460349	73	56.16438356164384	-4.959999847412109	-1.9076922490046575	-1.5499999523162842	-2.4799999237060546
T	-0.7469268203363185	-0.3322916626930237	96	42.708333333333336	-3.5444444020589194	-2.278571401323591	-1.5949999809265136	-2.6583333015441895
T	-0.5445945945945946	-0.5241935483870968	62	59.67741935483871	-4.0625	-2.9545454545454546	-1.8055555555555556	-2.5
T	-0.3425806599278604	-0.29500001271565757	60	51.666666666666664	-2.528571537562779	-1.3615385202261119	-1.6090909784490413	-1.7700000762939454
T	-0.666827568843447	-0.44393938237970526	66	43.93939393939394	-3.6624999046325684	-2.441666603088379	-2.0928570883614674	-2.9299999237060548
T	-0.7434666493733724	-0.32156861997118186	102	44.11764705882353	-4.685714176722935	-2.1866666158040364	-1.4260869233504585	-2.98181811246005
T	-0.6006000154283312	-0.3263736347575764	91	49.45054945054945	-5.94000015258789	-2.284615443303035	-1.56315793489155	-2.7000000693581323
T	-0.6141999859280056	-0.4012048100850668	83	54.21686746987952	-3.6999999152289496	-2.5615384028508115	-2.081249952316284	-3.3299999237060547
T	-0.7186666785346136	-0.27500000454130624	84	32.142857142857146	-1.443750023841858	-1.6500000272478377	-1.3588235518511604	-2.3100000381469727
T	-0.8173636176369407	-0.4111111016921055	81	40.74074074074074	-6.659999847412109	-2.5615384028508115	-1.5857142493838357	-3.027272657914595
T	-0.4283142732892718	-0.46140349538702713	57	61.40350877192982	-3.7571427481515065	-2.0230768643892727	-2.0230768643892727	-2.6299999237060545
T	-0.7596491094221148	-0.4329999923706055	100	57.0	-8.65999984741211	-2.706249952316284	-1.731999969482422	-4.329999923706055
T	-0.553955542670356	-0.43157893732974406	76	59.21052631578947	-5.466666539510091	-2.5230768643892727	-1.929411719827091	-3.279999923706055
T	-0.7929253501322732	-0.5207920641002088	101	66.33663366336634	-4.383333206176758	-3.7571427481515065	-2.1039999389648436	-4.781818043101918
T	-0.3454146273543195	-0.26575341943192154	73	56.16438356164384	-1.6166666348775227	-1.9399999618530273	-19.399999618530273	-1.9399999618530273
T	-0.42908694474593456	-0.3915492850290218	71	64.78873239436619	-5.55999984741211	-1.9857142312186105	-1.6352940727682674	-2.779999923706055
T	-0.6071999872381038	-0.3945652090984842	92	59.78260869565217	-2.792307633620042	-2.5928570883614674	-1.6499999653209338	-3.6299999237060545
T	-0.4662972805951093	-0.2629629535439574	81	45.67901234567901	-5.324999809265137	-1.7749999364217122	-1.1210525914242393	-1.7749999364217122
T	-0.6063333045111763	-0.37764704087201284	85	52.94117647058823	-6.419999694824218	-2.2928570338657925	-1.8882352043600643	-2.6749998728434243
T	-0.3705000082651774	-0.2630769289456881	65	46.15384615384615	-3.4200000762939453	-1.068750023841858	-1.7100000381469727	-1.7100000381469727
T	-0.4414583126703899	-0.25076921903170074	65	36.92307692307692	-2.7166665395100913	-1.2538460951585035	-1.4818181124600498	-1.6299999237060547
T	-0.5508181818181818	-0.5684931506849316	73	75.34246575342466	-8.3	-3.4583333333333335	-2.59375	-3.1923076923076925
T	-0.5310344827586206	-0.48125	80	72.5	-4.277777777777778	-2.75	-2.264705882352941	-3.85
T	-0.5736470794677734	-0.6144927757373755	69	73.91304347826087	-7.066666920979817	-3.8545455932617188	-2.2315790276778373	-3.261538578913762
T	-0.5448648648648649	-0.3888888888888889	72	51.388888888888886	-5.6	-2.3333333333333335	-1.6470588235294117	-2.8
T	-0.4740740740740741	-0.3125	64	42.1875	-5.0	-1.4285714285714286	-1.4285714285714286	-2.0
T	-0.5247755035088987	-0.34767441416895667	86	56.97674418604651	-5.979999923706055	-2.491666634877523	-1.6611110899183485	-2.718181783502752
T	-0.7955161402302404	-0.5956044039883457	91	68.13186813186813	-9.033333460489908	-3.387500047683716	-2.5809524172828313	-5.420000076293945
T	-0.6137692307692308	-0.3910891089108911	101	64.35643564356435	-4.9375	-3.0384615384615383	-2.46875	-3.95
T	-0.4105897370362893	-0.3567164122168697	67	58.208955223880594	-2.6555555131700306	-1.8384615091177134	-1.8384615091177134	-2.3899999618530274
T	-0.425	-0.40441176470588236	68	64.70588235294117	-3.9285714285714284	-2.1153846153846154	-1.9642857142857142	-2.5
T	-0.2715483908499441	-0.22622951132352234	61	50.81967213114754	-3.450000047683716	-1.150000015894572	-1.2545454718849876	-1.3800000190734862
T	-0.6916000000000001	-0.5986842105263158	76	65.78947368421052	-4.55	-3.7916666666666665	-2.1666666666666665	-4.55
T	-0.4362353021958295	-0.28611111640930176	72	47.22222222222222	-2.288888931274414	-1.5846154139592097	-2.288888931274414	-1.8727273074063389
T	-0.4978536819830174	-0.5142857385060143	63	65.07936507936508	-6.480000305175781	-2.492307809682993	-1.9058824426987593	-2.9454546841708096
T	-0.55	-0.3055555555555556	90	50.0	-3.9285714285714284	-2.1153846153846154	-1.5277777777777777	-2.2916666666666665
T	-0.4098947309192858	-0.4474576206530555	59	64.40677966101696	-6.599999904632568	-2.0307692014254055	-2.199999968210856	-2.6399999618530274
T	-0.5894565146902333	-0.3752941131591797	85	54.11764705882353	-4.557142802647182	-2.6583333015441895	-1.5949999809265136	-2.899999965320934
T	-0.4109714159284319	-0.42758619374242324	58	60.3448275862069	-6.199999809265137	-2.066666603088379	-1.6533332824707032	-2.4799999237060546
T	-0.6678304956727108	-0.4020201943137429	99	59.5959595959596	-9.949999809265137	-2.8428570883614674	-1.8952380589076452	-3.618181748823686
T	-0.44297296163198113	-0.5418181679465554	55	67.27272727272727	-3.3111110263400607	-2.4833332697550454	-2.1285713740757535	-2.709090839732777
T	-0.5223703935411241	-0.41951221373023057	82	65.85365853658537	-6.880000305175781	-2.866666793823242	-2.0235295015222885	-2.6461539635291467
T	-0.43548387096774194	-0.46296296296296297	54	57.407407407407405	-3.5714285714285716	-2.0833333333333335	-1.9230769230769231	-2.5
T	-0.7636666758855184	-0.3632183951893072	87	41.37931034482759	-3.160000038146973	-2.257142884390695	-1.5800000190734864	-2.872727307406339
T	-0.49129412482766543	-0.4078125059604645	64	53.125	-4.350000063578288	-2.007692337036133	-1.8642857415335519	-2.372727307406339
T	-0.5783076799832858	-0.4261904671078637	84	61.904761904761905	-2.105882308062385	-2.7538460951585035	-1.8842104861610813	-3.2545453851873223
T	-0.4215526149147435	-0.2325301112898861	83	45.78313253012048	-3.2166665395100913	-1.2866666158040365	-1.2866666158040365	-1.9299999237060548
T	-0.46907141957964216	-0.3015151457353072	66	42.42424242424242	-2.8428570883614674	-1.6583333015441895	-1.6583333015441895	-1.9899999618530273
T	-0.5028947227879574	-0.389999989100865	70	54.285714285714285	-2.2749999364217124	-2.2749999364217124	-1.8199999491373697	-2.48181811246005
T	-0.5044705957524916	-0.38208955793238397	67	50.74626865671642	-5.1200000762939455	-1.9692307985745943	-1.4222222434149847	-2.5600000381469727
T	-0.3974736906352796	-0.18437500298023224	64	29.6875	-1.475000023841858	-0.8428571564810616	-0.9076923223642203	-1.1800000190734863
T	-0.5769473768535412	-0.310714290255592	84	45.23809523809524	-2.6100000381469726	-1.8642857415335519	-1.740000025431315	-2.372727307406339
T	-0.4447058902067297	-0.30857143402099607	70	48.57142857142857	-4.320000076293946	-1.8000000317891438	-1.5428571701049805	-2.160000038146973
T	-0.5299091009660201	-0.2310344871433302	87	37.93103448275862	-2.8714286259242465	-1.6750000317891438	-0.7730769377488357	-1.8272727619517932
T	-0.6005999768575033	-0.4351648183969351	91	65.93406593406593	-2.1999999152289496	-2.828571319580078	-2.0842104460063733	-3.959999847412109
T	-0.4210833136240641	-0.5258064270019531	62	77.41935483870968	-8.149999618530273	-2.7166665395100913	-3.6222220526801214	-3.2599998474121095
T	-0.5724444325764974	-0.43809522901262554	84	64.28571428571429	-3.3454544760964136	-2.6285713740757535	-2.0444444020589194	-3.6799999237060548
T	-0.3735882287866929	-0.3775862003194875	58	58.62068965517241	-3.6499999364217124	-1.6846153552715595	-1.459999974568685	-2.1899999618530273
T	-0.396749991774559	-0.26666666113811993	69	46.3768115942029	-3.6799999237060548	-1.4153845860407903	-1.0823529187370748	-1.8399999618530274
T	-0.6494545630252723	-0.37105264161762436	76	43.421052631578945	-2.8200000762939452	-2.0142857687813893	-1.8800000508626302	-2.8200000762939452
T	-0.5608148242809154	-0.3373134385293989	67	40.298507462686565	-5.650000095367432	-1.8833333651224773	-1.1894737042878802	-2.0545454892245205
T	-0.4650943396226415	-0.3411764705882353	85	62.35294117647059	-4.142857142857143	-2.230769230769231	-2.4166666666666665	-2.9
T	-0.425	-0.31875	80	60.0	-5.1	-1.8214285714285714	-1.7	-2.55
T	-0.4261304482169773	-0.298765441517771	81	56.79012345679013	-4.840000152587891	-1.7285714830671037	-1.5125000476837158	-2.4200000762939453
T	-0.6147073257260206	-0.2913978535641906	93	44.086021505376344	-2.258333365122477	-2.258333365122477	-1.2904762086414157	-2.08461541395921
T	-0.5479999923706055	-0.35128204639141375	78	50.0	-6.849999904632568	-2.2833333015441895	-1.6117646834429573	-2.2833333015441895
T	-0.6604285714285715	-0.5149253731343284	67	52.23880597014925	-4.928571428571429	-3.1363636363636362	-1.9166666666666667	-3.1363636363636362
T	-0.4162553300248816	-0.43582090690954406	67	70.14925373134328	-5.840000152587891	-2.2461539048414965	-2.2461539048414965	-2.6545455239035864
T	-0.5110000133514404	-0.4171428680419922	70	57.142857142857146	-4.171428680419922	-2.085714340209961	-2.2461539048414965	-2.9200000762939453
T	-0.6869230490464431	-0.3957894576223273	95	54.73684210526316	-5.371428353445871	-2.6857141767229353	-1.709090839732777	-3.133333206176758
T	-0.4742045229131525	-0.49384613037109376	65	67.6923076923077	-6.419999694824218	-2.6749998728434243	-1.8882352043600643	-3.209999847412109
T	-0.4582727108579694	-0.2999999892543739	71	46.478873239436616	-1.9363635670055042	-1.7749999364217122	-1.4199999491373698	-2.1299999237060545
T	-0.8800908799604936	-0.439047604515439	105	52.38095238095238	-7.683333079020183	-3.2928570338657925	-1.773076864389273	-3.8416665395100913
T	-0.7325454408472235	-0.5164556865450702	79	55.69620253164557	-10.199999809265137	-3.3999999364217124	-1.6999999682108562	-3.709090839732777
T	-0.41888001708984374	-0.33392858505249023	56	44.642857142857146	-3.116666793823242	-1.558333396911621	-1.246666717529297	-1.8700000762939453
T	-0.495	-0.2828282828282828	99	56.56565656565657	-3.111111111111111	-2.3333333333333335	-1.75	-2.5454545454545454
T	-0.495	-0.2828282828282828	99	56.56565656565657	-3.111111111111111	-2.3333333333333335	-1.75	-2.5454545454545454
T	-0.6026999791463216	-0.5378048594405012	82	73.17073170731707	-6.2999997820172995	-3.1499998910086497	-2.2049999237060547	-4.409999847412109
T	-0.4722222222222222	-0.17647058823529413	85	31.764705882352942	-2.142857142857143	-1.0714285714285714	-0.9375	-1.3636363636363635
T	-0.4722222222222222	-0.17647058823529413	85	31.764705882352942	-2.142857142857143	-1.0714285714285714	-0.9375	-1.3636363636363635
T	-0.8084999836815727	-0.49090908100078634	77	46.753246753246756	-9.449999809265137	-3.4363635670055044	-1.5119999694824218	-3.4363635670055044
T	-1.9865581885049508	-0.44855073569477466	138	31.159420289855074	-15.475000381469727	-4.761538578913762	-1.345652207084324	-5.158333460489909
T	-1.9865581885049508	-0.44855073569477466	138	31.159420289855074	-15.475000381469727	-4.761538578913762	-1.345652207084324	-5.158333460489909
T	-1.9865581885049508	-0.44855073569477466	138	31.159420289855074	-15.475000381469727	-4.761538578913762	-1.345652207084324	-5.158333460489909
T	-0.425	-0.31875	80	60.0	-5.1	-1.8214285714285714	-1.7	-2.55
T	-0.3454146273543195	-0.26575341943192154	73	56.16438356164384	-3.8799999237060545	-1.9399999618530273	-19.399999618530273	-1.9399999618530273
T	-0.5381818251176314	-0.29600000381469727	100	55.0	-4.228571483067104	-2.114285741533552	-1.5578947569194592	-2.6909091255881568
T	-0.7448823670779957	-0.3190476251026941	63	26.984126984126984	-3.3500000635782876	-1.8272727619517932	-1.256250023841858	-1.8272727619517932
T	-0.6658064319241431	-0.32249999046325684	80	38.75	-6.449999809265137	-2.5799999237060547	-1.1727272380482068	-1.9846153259277344
T	-0.5207333085801866	-0.43972600649480953	73	61.64383561643836	-4.585714067731585	-2.2928570338657925	-2.4692306518554688	-3.209999847412109
T	-1.1733181962099943	-0.3746987997767437	83	26.50602409638554	-2.221428598676409	-2.8272727619517934	-1.1107142993382044	-2.8272727619517934
T	-0.6386170212765957	-0.39655172413793105	87	54.02298850574713	-4.928571428571429	-3.1363636363636362	-1.38	-2.6538461538461537
T	-0.7380967527820219	-0.30229884180529365	87	35.632183908045974	-1.8785713740757533	-2.390909021550959	-1.0958333015441895	-2.390909021550959
T	-0.8859999847412109	-0.5151162701983785	86	50.0	-4.027272657914595	-3.691666603088379	-2.214999961853027	-4.429999923706054
T	-0.6171562707424164	-0.5218390979986082	87	73.5632183908046	-5.0444446139865455	-3.2428572518484935	-2.5222223069932728	-3.7833334604899087
T	-1.0230399719238281	-0.6043478095013163	92	54.34782608695652	-13.899999618530273	-4.633333206176758	-1.8533332824707032	-5.05454531582919
T	-0.6459411587434656	-0.35189872451975374	79	43.037974683544306	-3.4749999046325684	-2.138461479773888	-1.1583333015441895	-2.527272657914595
T	-0.7517714189801897	-0.339772722937844	88	39.77272727272727	-5.979999923706055	-2.135714258466448	-1.2999999834143596	-2.9899999618530275
T	-0.7516111345644351	-0.5891566448901073	83	65.06024096385542	-6.985714503696987	-3.761538578913762	-2.1260870228643003	-4.8900001525878904
T	-0.751111094156901	-0.33799999237060546	100	45.0	-3.0727272033691406	-2.2533332824707033	-1.4083333015441895	-3.0727272033691406
T	-0.5473571320942471	-0.4911392308488677	79	70.88607594936708	-9.699999809265137	-2.9846153259277344	-1.9399999618530273	-3.527272657914595
T	-0.5620967741935484	-0.4823529411764706	85	72.94117647058823	-8.2	-2.7333333333333334	-2.411764705882353	-3.727272727272727
T	-1.13045997467041	-0.8204819093267601	83	60.24096385542169	-13.61999969482422	-6.190908952192827	-1.9457142421177456	-6.80999984741211
T	-1.2712727009166371	-0.7747368260433799	95	57.89473684210526	-14.719999694824219	-6.133333206176758	-2.0444444020589194	-7.3599998474121096
T	-1.2967500400543213	-0.5880952562604632	84	38.095238095238095	-8.233333587646484	-3.8000001173753004	-1.8296296861436632	-4.94000015258789
T	-1.7213244305541184	-0.8022221883138021	180	83.88888888888889	-28.879998779296876	-8.494117288028493	-2.831372429342831	-11.107691838191105
T	-0.5336571284702846	-0.4287878672281901	66	53.03030303030303	-4.716666539510091	-2.176923018235427	-1.4894736440558183	-2.8299999237060547
T	-0.42727272727272725	-0.39166666666666666	60	55.0	-3.9166666666666665	-1.9583333333333333	-1.8076923076923077	-2.1363636363636362
T	-0.5212499856948852	-0.30888888041178386	90	53.333333333333336	-3.4749999046325684	-2.316666603088379	-1.6352940727682674	-2.779999923706055
T	-0.800239141298377	-0.4290076394117516	131	70.22900763358778	-11.240000152587891	-2.957894776996813	-2.248000030517578	-5.6200000762939455
T	-0.33185185185185184	-0.2857142857142857	56	48.214285714285715	-3.2	-1.2307692307692308	-1.2307692307692308	-1.6
T	-0.5968095388866607	-0.3638554308787886	83	50.602409638554214	-5.033333460489909	-2.0133333841959637	-1.7764706331140854	-3.0200000762939454
T	-2.1227142857142858	-0.5427350427350427	117	29.914529914529915	-5.291666666666667	-4.884615384615385	-1.548780487804878	-5.7727272727272725
T	-0.16399999618530273	-0.07321428401129586	56	25.0	-1.024999976158142	-0.3153846080486591	-0.40999999046325686	-0.40999999046325686
T	-1.2827872661834068	-0.6151515305644334	99	47.474747474747474	-6.766666836208767	-5.075000127156575	-1.9645161782541583	-5.5363637750799
T	-1.1342104861610813	-0.43099998474121093	100	38.0	-7.183333079020183	-3.5916665395100913	-1.3468749523162842	-3.918181679465554
T	-0.5897143118722098	-0.3583333492279053	96	58.333333333333336	-2.6461539635291467	-2.4571429661342075	-1.7200000762939454	-3.1272728659889917
T	-0.5145833333333334	-0.20526315789473684	95	37.89473684210526	-3.9	-1.5	-0.9285714285714286	-1.7727272727272727
T	-0.9989552238805971	-0.711340206185567	97	69.0721649484536	-17.25	-5.75	-2.15625	-6.2727272727272725
T	-1.152800033569336	-0.5292929447058475	99	45.45454545454545	-7.485714503696987	-4.763636502352628	-1.6375000476837158	-5.240000152587891
T	-0.8348148345947266	-0.6133333478655134	105	77.14285714285714	-10.733333587646484	-4.293333435058594	-2.3851852416992188	-4.953846271221455
T	-0.6639444287618002	-0.2909909841176626	111	48.648648648648646	-4.037499904632568	-2.153333282470703	-1.404347792915676	-2.153333282470703
T	-1.0319999694824218	-0.6972972766773121	74	50.0	-5.733333163791233	-4.690908952192827	-1.7793102922110722	-5.159999847412109
T	-1.5796875357627869	-0.44933334350585935	75	21.333333333333332	-4.814285823277065	-2.808333396911621	-1.2961538754976714	-3.3700000762939455
T	-0.47666668169426196	-0.37230770404522234	65	50.76923076923077	-4.033333460489909	-1.8615385202261119	-1.4235294566434973	-2.2000000693581323
T	-0.7590000279744465	-0.23522728139703925	88	27.272727272727273	-2.5875000953674316	-1.3800000508626302	-0.9857143220447359	-1.881818251176314
T	-1.394	-0.5182926829268293	82	30.48780487804878	-3.8636363636363638	-4.25	-1.2878787878787878	-3.8636363636363638
T	-0.43792001037597655	-0.23676471149220185	68	36.76470588235294	-1.1500000272478377	-1.1500000272478377	-1.3416666984558105	-1.6100000381469726
T	-0.5864333426157634	-0.33013699152698256	73	41.0958904109589	-6.025000095367432	-1.721428598676409	-1.268421072708933	-2.1909091255881568
T	-0.5413953381915425	-0.6466666539510091	60	71.66666666666667	-9.699999809265137	-3.2333332697550454	-2.042105223003187	-3.8799999237060545
T	-1.342857142857143	-0.6382978723404256	94	44.680851063829785	-6.666666666666667	-5.454545454545454	-1.7647058823529411	-5.454545454545454
T	-0.6403333621554905	-0.49852943420410156	68	52.94117647058823	-4.237500190734863	-2.6076924250676083	-1.8833334181043837	-3.3900001525878904
T	-1.0462894911515084	-0.5252873650912581	87	43.67816091954023	-11.425000190734863	-3.808333396911621	-1.5233333587646485	-4.570000076293946
T	-1.0332972676045187	-0.7374999788072374	72	51.388888888888886	-4.827272588556463	-5.30999984741211	-1.8310344301421067	-5.30999984741211
T	-1.5758400512695312	-0.5583333514985585	84	29.761904761904763	-3.6076924250676083	-4.263636502352628	-1.6172414319268589	-4.69000015258789
T	-0.7919999694824219	-0.48292681066001336	82	50.0	-3.046153728778546	-3.2999998728434243	-1.5839999389648438	-3.959999847412109
T	-1.1840000209101924	-0.5837837940937763	74	36.486486486486484	-7.200000127156575	-4.320000076293946	-1.440000025431315	-3.9272727966308594
T	-0.5225714370182583	-0.3806451674430601	62	45.16129032258065	-2.3600000381469726	-1.8153846447284405	-1.475000023841858	-2.3600000381469726
T	-1.3760000385957607	-0.6325581572776617	86	39.53488372093023	-6.800000190734863	-4.94545468417081	-1.5542857578822544	-5.44000015258789
T	-1.6063636363636364	-0.6129032258064516	93	35.483870967741936	-4.75	-5.7	-1.5	-5.181818181818182
T	-0.737454518404874	-0.5333333137707833	78	56.41025641025641	-2.971428462437221	-2.971428462437221	-2.7733332316080728	-4.159999847412109
T	-0.6149999856948852	-0.4373333231608073	75	53.333333333333336	-6.55999984741211	-2.5230768643892727	-1.5619047255743117	-2.98181811246005
T	-1.0903846153846153	-0.7	90	57.77777777777778	-7.0	-5.7272727272727275	-2.032258064516129	-5.25
T	-0.5953714436122349	-0.43768117047738336	69	50.72463768115942	-2.323076981764573	-2.323076981764573	-1.7764706331140854	-2.7454546148126777
T	-0.7138636675747958	-0.7755555894639757	45	48.888888888888886	-8.725000381469727	-3.172727411443537	-2.326666768391927	-3.4900001525878905
T	-0.47011628483617024	-0.47846154433030347	65	66.15384615384616	-4.442857197352818	-2.5916666984558105	-1.7277777989705403	-2.8272727619517934
T	-1.336736821626362	-0.650980382183798	153	74.50980392156863	-11.066666497124565	-6.224999904632568	-2.429268255466368	-7.661538344163161
T	-1.3822759023205988	-0.6849673402075674	153	75.81699346405229	-11.644444783528646	-6.986666870117188	-2.4952381678989957	-7.485714503696987
T	-1.1627	-0.5099337748344371	151	66.2251655629139	-9.625	-5.5	-2.081081081081081	-6.416666666666667
T	-1.2571494512448367	-0.4993243346343169	148	58.78378378378378	-5.278571537562779	-4.347058913286994	-2.4633333841959635	-6.718181956898082
T	-1.1308500480651855	-0.28492064703078496	126	31.746031746031747	-3.5900001525878906	-2.991666793823242	-0.9702703115102407	-2.761538578913762
T	-0.9536760819126183	-0.4781512733267135	119	59.66386554621849	-2.5863637057217685	-3.7933334350585937	-2.1884615971491885	-4.376923194298377
T	-1.6223076923076922	-0.5135135135135135	111	35.13513513513514	-5.181818181818182	-4.75	-1.3902439024390243	-5.7
T	-0.8011499722798665	-0.4045871419644137	109	55.04587155963303	-8.819999694824219	-2.7562499046325684	-1.8374999364217122	-3.6749998728434243
T	-2.0109091151844374	-0.6019047691708519	105	31.428571428571427	-12.640000152587891	-5.745454614812678	-1.469767459603243	-6.320000076293946
T	-2.367000045776367	-0.773529426724303	102	33.333333333333336	-15.780000305175781	-7.8900001525878904	-1.6787234367208277	-7.8900001525878904
T	-2.2454544992157905	-0.740999984741211	100	33.0	-14.819999694824219	-7.409999847412109	-1.5765957122153424	-7.409999847412109
T	-1.5097500419616698	-0.5545454699583728	99	36.36363636363637	-6.862500190734863	-4.575000127156575	-1.7156250476837158	-5.490000152587891
T	-1.4799428994315011	-0.5505154796482361	97	36.08247422680412	-10.680000305175781	-4.854545593261719	-1.4432432844832137	-5.340000152587891
T	-1.2540000207083566	-0.48631579750462584	95	36.8421052631579	-5.775000095367432	-3.8500000635782876	-1.443750023841858	-4.6200000762939455
T	-0.6517333492702908	-0.33191490173339844	94	47.87234042553192	-6.240000152587891	-2.40000005868765	-1.7333333757188585	-3.1200000762939455
T	-0.5453181925686923	-0.41612904046171456	93	70.96774193548387	-9.675000190734863	-2.58000005086263	-2.418750047683716	-3.8700000762939455
T	-0.7904999877666605	-0.5301075186780704	93	62.365591397849464	-4.929999923706054	-3.792307633620042	-2.054166634877523	-3.5214285169328963
T	-1.4285640677427633	-0.7033707693721472	89	43.82022471910113	-3.9124999046325684	-6.259999847412109	-1.7388888465033636	-6.259999847412109
T	-1.1275556041576245	-0.8232558494390443	86	62.7906976744186	-11.800000508626303	-6.436363913796165	-2.0823530309340534	-7.080000305175782
T	-1.4317837483174092	-0.7162790520246639	86	43.02325581395349	-6.844444274902344	-6.159999847412109	-1.711111068725586	-6.159999847412109
T	-1.5661249351501463	-0.8670587876263787	85	47.05882352941177	-10.528570992606026	-7.369999694824219	-1.9394736039011102	-6.699999722567472
T	-1.2260425259204621	-0.8166666485014415	84	55.95238095238095	-13.719999694824219	-6.236363497647372	-2.143749952316284	-6.8599998474121096
T	-1.5020322172103389	-0.6759035960737482	83	37.34939759036145	-9.34999974568685	-5.099999861283735	-1.7531249523162842	-5.6099998474121096
T	-1.7566923317542442	-0.6792683019870664	82	31.70731707317073	-5.063636432994496	-5.570000076293946	-1.5914285932268415	-5.570000076293946
T	-1.3229999705723352	-0.4234567807044512	81	25.925925925925927	-2.4499999455043246	-3.118181748823686	-1.2703703421133536	-3.4299999237060548
T	-1.086800033569336	-0.6415584613750507	77	45.45454545454545	-4.94000015258789	-4.94000015258789	-1.6466667175292968	-4.94000015258789
T	-1.2681142698015484	-0.8328767018775417	73	47.945205479452056	-12.15999984741211	-5.527272657914595	-1.9612902979696951	-6.079999923706055
T	-1.078741900536322	-0.6633802601988886	71	43.66197183098591	-7.849999745686849	-4.709999847412109	-1.6821428026471819	-3.9249998728434243
T	-0.7236000340779623	-0.48358211232655085	67	44.776119402985074	-2.492307809682993	-2.492307809682993	-1.8000000847710504	-3.2400001525878905
T	-1.0506176611956428	-0.90000001211015	63	53.96825396825397	-11.34000015258789	-5.154545523903587	-2.100000028257017	-5.670000076293945
T	-0.6285945706754117	-0.6913792840365706	58	63.793103448275865	-4.009999847412109	-4.009999847412109	-2.0049999237060545	-3.6454544067382812
T	-0.48741380757298963	-0.4672727411443537	55	52.72727272727273	-3.671428680419922	-2.3363637057217685	-1.5117647507611442	-2.3363637057217685
T	-0.7951206615053374	-0.4028037240572065	107	54.205607476635514	-8.61999969482422	-3.5916665395100913	-1.8739129771356997	-3.918181679465554
T	-0.8189999834696452	-0.36346153112558216	104	46.15384615384615	-3.4363635670055044	-2.6999999455043246	-1.8899999618530274	-3.1499999364217124
T	-0.8298245614035087	-0.39090909090909093	110	51.81818181818182	-6.142857142857143	-2.6875	-1.72	-3.909090909090909
T	-1.1970689655172413	-0.6179245283018868	106	54.716981132075475	-10.916666666666666	-5.038461538461538	-1.9848484848484849	-5.458333333333333
T	-1.3640540540540542	-0.47572815533980584	103	35.922330097087375	-5.444444444444445	-4.083333333333333	-1.5806451612903225	-4.9
T	-1.474468085106383	-0.5727272727272728	110	42.72727272727273	-5.7272727272727275	-6.3	-1.8	-6.3
T	-0.7072758760123417	-0.36509434682018355	106	54.716981132075475	-9.675000190734863	-2.418750047683716	-1.6826087288234546	-3.8700000762939455
